"Year","State","State ANSI","category","use","chem_name","chem_num","Value","measurement"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","OXYFLUORFEN",111601,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","PENDIMETHALIN",108501,"71,400","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","CHEMICAL",NA,"89,700","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ABAMECTIN",122804,"300","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ACEQUINOCYL",6329,"12,800","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ACETAMIPRID",99050,"3,300","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","AZADIRACHTIN",121701,"2,800","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BEAUVERIA BASSIANA",128924,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENAZATE",586,"28,700","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENTHRIN",128825,"4,600","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAK ABTS-1857",6523,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI ABTS-351",6522,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI SA-11",6519,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CANOLA OIL",11332,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHLORANTRANILIPROLE",90100,"2,000","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CYANTRANILIPROLE",90098,"1,700","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CYFLUMETOFEN",138831,"7,600","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ETOXAZOLE",107091,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENBUTATIN-OXIDE",104601,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENPROPATHRIN",127901,"6,600","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENPYROXIMATE",129131,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FLONICAMID",128016,"6,200","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FLUPYRADIFURONE",122304,"5,000","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","HEXYTHIAZOX",128849,"5,400","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","IMIDACLOPRID",129099,"3,100","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","MALATHION",57701,"19,400","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","METHOXYFENOZIDE",121027,"7,900","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NALED",34401,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NEEM OIL",25006,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NEEM OIL",NA,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NOVALURON",124002,"5,600","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRETHRINS",69001,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRIDABEN",129105,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPINETORAM",110007,"3,800","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPINOSAD",110003,"2,000","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","THIAMETHOXAM",60109,"1,300","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHEMICAL",NA,"231,600","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","ACIBENZOLAR-S-METHYL",61402,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","CAPSICUM OLEORESIN EXTRACT",70704,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","CHLOROPICRIN",81501,"11,299,000","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","DICHLOROPROPENE",29001,"1,642,600","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","FLUTRIAFOL",128940,"3,900","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","GARLIC OIL",128827,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","HYDROGEN PEROXIDE",595,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","IRON PHOSPHATE",34903,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","METALDEHYDE",53001,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","METAM-POTASSIUM",39002,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","METAM-SODIUM",39003,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","PEROXYACETIC ACID",63201,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,"(NA)","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","REYNOUTRIA SACHALINE",55809,NA,"LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","CHEMICAL",NA,"15,611,900","LB"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","AZOXYSTROBIN",128810,"0.234","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS SUBTILIS",6479,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BLAD",30006,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BORAX DECAHYDRATE",11102,"0.042","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BOSCALID",128008,"0.354","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CAPTAN",81301,"1.693","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CYFLUFENAMID",555550,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CYPRODINIL",288202,"0.316","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","DIFENOCONAZOLE",128847,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FENHEXAMID",90209,"0.659","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FLUDIOXONIL",71503,"0.211","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FLUOPYRAM",80302,"0.119","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FLUXAPYROXAD",138009,"0.161","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FOSETYL-AL",123301,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","ISOFETAMID",270000,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","MEFENOXAM",113502,"0.5","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","MONO-POTASSIUM SALT",76416,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","MYCLOBUTANIL",128857,"0.105","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PENTHIOPYRAD",90112,"0.271","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","POLYOXIN D ZINC SALT",230000,"0.061","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PROPICONAZOLE",122101,"0.112","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PYDIFLUMETOFEN",90110,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PYRACLOSTROBIN",99100,"0.167","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PYRIMETHANIL",288201,"0.658","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","QUINOLINE",55459,"0.095","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","SULFUR",77501,"5.471","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","TETRACONAZOLE",120603,"0.036","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","THIOPHANATE-METHYL",102001,"0.695","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","THIRAM",79801,"2.201","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","TRIFLOXYSTROBIN",129112,"0.119","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","TRIFLUMIZOLE",128879,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","CARFENTRAZONE-ETHYL",128712,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","FLUMIOXAZIN",129034,"0.078","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","OXYFLUORFEN",111601,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","PENDIMETHALIN",108501,"0.923","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ABAMECTIN",122804,"0.019","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ACEQUINOCYL",6329,"0.299","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ACETAMIPRID",99050,"0.129","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","AZADIRACHTIN",121701,"0.03","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BEAUVERIA BASSIANA",128924,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENAZATE",586,"0.5","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENTHRIN",128825,"0.116","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAK ABTS-1857",6523,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI ABTS-351",6522,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI SA-11",6519,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CANOLA OIL",11332,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHLORANTRANILIPROLE",90100,"0.063","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CYANTRANILIPROLE",90098,"0.117","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CYFLUMETOFEN",138831,"0.178","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ETOXAZOLE",107091,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENBUTATIN-OXIDE",104601,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENPROPATHRIN",127901,"0.26","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENPYROXIMATE",129131,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FLONICAMID",128016,"0.087","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FLUPYRADIFURONE",122304,"0.182","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","HEXYTHIAZOX",128849,"0.186","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","IMIDACLOPRID",129099,"0.457","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","MALATHION",57701,"1.807","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","METHOXYFENOZIDE",121027,"0.169","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NALED",34401,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NEEM OIL",25006,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NEEM OIL",NA,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NOVALURON",124002,"0.077","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRETHRINS",69001,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRIDABEN",129105,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPINETORAM",110007,"0.071","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPINOSAD",110003,"0.094","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","THIAMETHOXAM",60109,"0.062","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","ACIBENZOLAR-S-METHYL",61402,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","CAPSICUM OLEORESIN EXTRACT",70704,"(NA)","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","CHLOROPICRIN",81501,"188.284","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","DICHLOROPROPENE",29001,"111.391","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","FLUTRIAFOL",128940,"0.114","LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","GARLIC OIL",128827,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","HYDROGEN PEROXIDE",595,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","IRON PHOSPHATE",34903,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","METALDEHYDE",53001,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","METAM-POTASSIUM",39002,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","METAM-SODIUM",39003,NA,"LB / ACRE / APPLICATION, AVG"
2023,"CALIFORNIA","06"," BEARING - APPLICATIONS "," OTHER","PEROXYACETIC ACID",63201,NA,"LB / ACRE / APPLICATION, AVG"
